entity,entity_id,field,issue_type,severity,detected_value,corrected_value,action,evidence,confidence,checker,detected_at
classes,cls_ladies_beginner_academy_majaz_2,gender,not_stated_in_text,info,ladies_only,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.741919+00:00
classes,cls_ladies_beginner_academy_majaz_2,min_age,not_stated_in_text,info,16,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.741923+00:00
classes,cls_ladies_beginner_academy_majaz_2,max_age,not_stated_in_text,info,,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.741927+00:00
classes,cls_ladies_beginner_academy_majaz_2,price_per_term_aed,not_stated_in_text,info,1350,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.741930+00:00
classes,cls_ladies_beginner_academy_rak,name,not_stated_in_text,info,Ladies Beginner Academy,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.741935+00:00
classes,cls_ladies_beginner_academy_rak,branch_id,not_stated_in_text,info,br_rak,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.741940+00:00
classes,cls_ladies_beginner_academy_rak,coach_id,not_stated_in_text,info,cch_maya_khoury,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.741943+00:00
classes,cls_ladies_beginner_academy_rak,level,not_stated_in_text,info,beginner,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.741947+00:00
classes,cls_ladies_beginner_academy_rak,gender,not_stated_in_text,info,ladies_only,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.741951+00:00
classes,cls_ladies_beginner_academy_rak,min_age,not_stated_in_text,info,4,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.741954+00:00
classes,cls_ladies_beginner_academy_rak,max_age,not_stated_in_text,info,,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.741958+00:00
classes,cls_ladies_beginner_academy_rak,price_per_term_aed,not_stated_in_text,info,1300,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.741962+00:00
classes,cls_ladies_beginner_academy_yas,name,not_stated_in_text,info,Ladies Beginner Academy,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.741966+00:00
classes,cls_ladies_beginner_academy_yas,branch_id,not_stated_in_text,info,br_yas,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.741970+00:00
classes,cls_ladies_beginner_academy_yas,coach_id,not_stated_in_text,info,cch_chiara_rossi,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.741974+00:00
classes,cls_ladies_beginner_academy_yas,level,not_stated_in_text,info,beginner,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.741978+00:00
classes,cls_ladies_beginner_academy_yas,gender,not_stated_in_text,info,ladies_only,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.741981+00:00
classes,cls_ladies_beginner_academy_yas,min_age,not_stated_in_text,info,16,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.741985+00:00
classes,cls_ladies_beginner_academy_yas,max_age,not_stated_in_text,info,,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.741988+00:00
classes,cls_ladies_beginner_academy_yas,price_per_term_aed,not_stated_in_text,info,1300,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.741995+00:00
classes,cls_ladies_beginner_academy_yas_2,name,not_stated_in_text,info,Ladies Beginner Academy,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742002+00:00
classes,cls_ladies_beginner_academy_yas_2,branch_id,not_stated_in_text,info,br_yas,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742006+00:00
classes,cls_ladies_beginner_academy_yas_2,coach_id,not_stated_in_text,info,cch_chiara_rossi,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742009+00:00
classes,cls_ladies_beginner_academy_yas_2,level,not_stated_in_text,info,beginner,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742013+00:00
classes,cls_ladies_beginner_academy_yas_2,gender,not_stated_in_text,info,ladies_only,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742017+00:00
classes,cls_ladies_beginner_academy_yas_2,min_age,not_stated_in_text,info,16,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742020+00:00
classes,cls_ladies_beginner_academy_yas_2,max_age,not_stated_in_text,info,,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742024+00:00
classes,cls_ladies_beginner_academy_yas_2,price_per_term_aed,not_stated_in_text,info,1150,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742028+00:00
classes,cls_ladies_junior_academy_majaz,name,not_stated_in_text,info,Ladies Junior Academy,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742032+00:00
classes,cls_ladies_junior_academy_majaz,branch_id,not_stated_in_text,info,br_majaz,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742036+00:00
classes,cls_ladies_junior_academy_majaz,coach_id,not_stated_in_text,info,cch_zayed_al_nuaimi,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742040+00:00
classes,cls_ladies_junior_academy_majaz,level,not_stated_in_text,info,beginner,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742044+00:00
classes,cls_ladies_junior_academy_majaz,gender,not_stated_in_text,info,ladies_only,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742048+00:00
classes,cls_ladies_junior_academy_majaz,min_age,not_stated_in_text,info,9,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742051+00:00
classes,cls_ladies_junior_academy_majaz,max_age,not_stated_in_text,info,15,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742055+00:00
classes,cls_ladies_junior_academy_majaz,price_per_term_aed,not_stated_in_text,info,900,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742058+00:00
classes,cls_ladies_junior_performance_squad_majaz,name,not_stated_in_text,info,Ladies Junior Performance Squad,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742063+00:00
classes,cls_ladies_junior_performance_squad_majaz,branch_id,not_stated_in_text,info,br_majaz,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742067+00:00
classes,cls_ladies_junior_performance_squad_majaz,coach_id,not_stated_in_text,info,cch_zayed_al_nuaimi,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742071+00:00
classes,cls_ladies_junior_performance_squad_majaz,level,not_stated_in_text,info,intermediate,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742074+00:00
classes,cls_ladies_junior_performance_squad_majaz,gender,not_stated_in_text,info,ladies_only,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742078+00:00
classes,cls_ladies_junior_performance_squad_majaz,min_age,not_stated_in_text,info,12,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742081+00:00
classes,cls_ladies_junior_performance_squad_majaz,max_age,not_stated_in_text,info,17,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742085+00:00
classes,cls_ladies_junior_performance_squad_majaz,price_per_term_aed,not_stated_in_text,info,1350,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742089+00:00
classes,cls_ladies_morning_social_drills_majaz,name,not_stated_in_text,info,Ladies Morning Social Drills,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742094+00:00
classes,cls_ladies_morning_social_drills_majaz,branch_id,not_stated_in_text,info,br_majaz,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742097+00:00
classes,cls_ladies_morning_social_drills_majaz,coach_id,not_stated_in_text,info,cch_zayed_al_nuaimi,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742101+00:00
classes,cls_ladies_morning_social_drills_majaz,level,not_stated_in_text,info,all_levels,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742105+00:00
classes,cls_ladies_morning_social_drills_majaz,gender,not_stated_in_text,info,ladies_only,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742109+00:00
classes,cls_ladies_morning_social_drills_majaz,min_age,not_stated_in_text,info,16,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742113+00:00
classes,cls_ladies_morning_social_drills_majaz,max_age,not_stated_in_text,info,,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742117+00:00
classes,cls_ladies_morning_social_drills_majaz,price_per_term_aed,not_stated_in_text,info,650,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742120+00:00
classes,cls_ladies_social_doubles_ajman,name,not_stated_in_text,info,Ladies Social Doubles,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742125+00:00
classes,cls_ladies_social_doubles_ajman,branch_id,not_stated_in_text,info,br_ajman,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742129+00:00
classes,cls_ladies_social_doubles_ajman,coach_id,not_stated_in_text,info,cch_dina_kamal,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742133+00:00
classes,cls_ladies_social_doubles_ajman,level,not_stated_in_text,info,intermediate,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742137+00:00
classes,cls_ladies_social_doubles_ajman,gender,not_stated_in_text,info,ladies_only,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742141+00:00
classes,cls_ladies_social_doubles_ajman,min_age,not_stated_in_text,info,18,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742145+00:00
classes,cls_ladies_social_doubles_ajman,max_age,not_stated_in_text,info,,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742148+00:00
classes,cls_ladies_social_doubles_ajman,price_per_term_aed,not_stated_in_text,info,1200,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742152+00:00
classes,cls_ladies_social_doubles_alain,name,not_stated_in_text,info,Ladies Social Doubles,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742157+00:00
classes,cls_ladies_social_doubles_alain,branch_id,not_stated_in_text,info,br_alain,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742161+00:00
classes,cls_ladies_social_doubles_alain,coach_id,not_stated_in_text,info,cch_mariam_al_ameri,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742165+00:00
classes,cls_ladies_social_doubles_alain,level,not_stated_in_text,info,intermediate,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742168+00:00
classes,cls_ladies_social_doubles_alain,gender,not_stated_in_text,info,ladies_only,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742173+00:00
classes,cls_ladies_social_doubles_alain,min_age,not_stated_in_text,info,18,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742176+00:00
classes,cls_ladies_social_doubles_alain,max_age,not_stated_in_text,info,,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742180+00:00
classes,cls_ladies_social_doubles_alain,price_per_term_aed,not_stated_in_text,info,1150,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742183+00:00
classes,cls_ladies_social_doubles_alquoz,name,not_stated_in_text,info,Ladies Social Doubles,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742188+00:00
classes,cls_ladies_social_doubles_alquoz,branch_id,not_stated_in_text,info,br_alquoz,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742192+00:00
classes,cls_ladies_social_doubles_alquoz,coach_id,not_stated_in_text,info,cch_layla_nasser,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742195+00:00
classes,cls_ladies_social_doubles_alquoz,level,not_stated_in_text,info,intermediate,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742199+00:00
classes,cls_ladies_social_doubles_alquoz,gender,not_stated_in_text,info,ladies_only,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742203+00:00
classes,cls_ladies_social_doubles_alquoz,min_age,not_stated_in_text,info,18,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742206+00:00
classes,cls_ladies_social_doubles_alquoz,max_age,not_stated_in_text,info,,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742210+00:00
classes,cls_ladies_social_doubles_alquoz,price_per_term_aed,not_stated_in_text,info,950,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742213+00:00
classes,cls_ladies_social_doubles_alquoz_2,name,not_stated_in_text,info,Ladies Social Doubles,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742218+00:00
classes,cls_ladies_social_doubles_alquoz_2,branch_id,not_stated_in_text,info,br_alquoz,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742222+00:00
classes,cls_ladies_social_doubles_alquoz_2,coach_id,not_stated_in_text,info,cch_layla_nasser,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742226+00:00
classes,cls_ladies_social_doubles_alquoz_2,level,not_stated_in_text,info,intermediate,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742230+00:00
classes,cls_ladies_social_doubles_alquoz_2,gender,not_stated_in_text,info,ladies_only,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742233+00:00
classes,cls_ladies_social_doubles_alquoz_2,min_age,not_stated_in_text,info,,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742238+00:00
classes,cls_ladies_social_doubles_alquoz_2,max_age,not_stated_in_text,info,,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742241+00:00
classes,cls_ladies_social_doubles_alquoz_2,price_per_term_aed,not_stated_in_text,info,1050,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742245+00:00
classes,cls_ladies_social_doubles_jvc,name,not_stated_in_text,info,Ladies Social Doubles,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742250+00:00
classes,cls_ladies_social_doubles_jvc,branch_id,not_stated_in_text,info,br_jvc,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742254+00:00
classes,cls_ladies_social_doubles_jvc,coach_id,not_stated_in_text,info,cch_fatima_al_zaabi,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742258+00:00
classes,cls_ladies_social_doubles_jvc,level,not_stated_in_text,info,intermediate,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742261+00:00
classes,cls_ladies_social_doubles_jvc,gender,not_stated_in_text,info,ladies_only,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742265+00:00
classes,cls_ladies_social_doubles_jvc,min_age,not_stated_in_text,info,18,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742269+00:00
classes,cls_ladies_social_doubles_jvc,max_age,not_stated_in_text,info,,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742272+00:00
classes,cls_ladies_social_doubles_jvc,price_per_term_aed,not_stated_in_text,info,1050,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742276+00:00
classes,cls_ladies_social_doubles_jvc_2,name,not_stated_in_text,info,Ladies Social Doubles,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742281+00:00
classes,cls_ladies_social_doubles_jvc_2,branch_id,not_stated_in_text,info,br_jvc,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742285+00:00
classes,cls_ladies_social_doubles_jvc_2,coach_id,not_stated_in_text,info,cch_fatima_al_zaabi,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742289+00:00
classes,cls_ladies_social_doubles_jvc_2,level,not_stated_in_text,info,intermediate,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742292+00:00
classes,cls_ladies_social_doubles_jvc_2,gender,not_stated_in_text,info,ladies_only,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742296+00:00
classes,cls_ladies_social_doubles_jvc_2,min_age,not_stated_in_text,info,18,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742299+00:00
classes,cls_ladies_social_doubles_jvc_2,max_age,not_stated_in_text,info,,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742303+00:00
classes,cls_ladies_social_doubles_jvc_2,price_per_term_aed,not_stated_in_text,info,1200,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742306+00:00
classes,cls_ladies_social_doubles_khalifa,name,not_stated_in_text,info,Ladies Social Doubles,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742311+00:00
classes,cls_ladies_social_doubles_khalifa,branch_id,not_stated_in_text,info,br_khalifa,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742315+00:00
classes,cls_ladies_social_doubles_khalifa,coach_id,not_stated_in_text,info,cch_aisha_al_marri,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742319+00:00
classes,cls_ladies_social_doubles_khalifa,level,not_stated_in_text,info,intermediate,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742323+00:00
classes,cls_ladies_social_doubles_khalifa,gender,not_stated_in_text,info,ladies_only,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742326+00:00
classes,cls_ladies_social_doubles_khalifa,min_age,not_stated_in_text,info,18,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742330+00:00
classes,cls_ladies_social_doubles_khalifa,max_age,not_stated_in_text,info,,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742333+00:00
classes,cls_ladies_social_doubles_khalifa,price_per_term_aed,not_stated_in_text,info,1100,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742337+00:00
classes,cls_ladies_social_doubles_majaz,name,not_stated_in_text,info,Ladies Social Doubles,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742342+00:00
classes,cls_ladies_social_doubles_majaz,branch_id,not_stated_in_text,info,br_majaz,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742346+00:00
classes,cls_ladies_social_doubles_majaz,coach_id,not_stated_in_text,info,cch_noura_al_suwaidi,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742350+00:00
classes,cls_ladies_social_doubles_majaz,level,not_stated_in_text,info,intermediate,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742354+00:00
classes,cls_ladies_social_doubles_majaz,gender,not_stated_in_text,info,ladies_only,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742357+00:00
classes,cls_ladies_social_doubles_majaz,min_age,not_stated_in_text,info,18,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742361+00:00
classes,cls_ladies_social_doubles_majaz,max_age,not_stated_in_text,info,,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742365+00:00
classes,cls_ladies_social_doubles_majaz,price_per_term_aed,not_stated_in_text,info,1200,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742368+00:00
classes,cls_ladies_social_doubles_majaz_2,name,not_stated_in_text,info,Ladies Social Doubles,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742373+00:00
classes,cls_ladies_social_doubles_majaz_2,branch_id,not_stated_in_text,info,br_majaz,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742377+00:00
classes,cls_ladies_social_doubles_majaz_2,coach_id,not_stated_in_text,info,cch_shaikha_al_qasimi,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742380+00:00
classes,cls_ladies_social_doubles_majaz_2,level,not_stated_in_text,info,intermediate,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742385+00:00
classes,cls_ladies_social_doubles_majaz_2,gender,not_stated_in_text,info,ladies_only,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742389+00:00
classes,cls_ladies_social_doubles_majaz_2,min_age,not_stated_in_text,info,,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742393+00:00
classes,cls_ladies_social_doubles_majaz_2,max_age,not_stated_in_text,info,,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742396+00:00
classes,cls_ladies_social_doubles_majaz_2,price_per_term_aed,not_stated_in_text,info,1200,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742400+00:00
classes,cls_ladies_social_doubles_rak,name,not_stated_in_text,info,Ladies Social Doubles,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742405+00:00
classes,cls_ladies_social_doubles_rak,branch_id,not_stated_in_text,info,br_rak,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742409+00:00
classes,cls_ladies_social_doubles_rak,coach_id,not_stated_in_text,info,cch_maya_khoury,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742412+00:00
classes,cls_ladies_social_doubles_rak,level,not_stated_in_text,info,intermediate,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742415+00:00
classes,cls_ladies_social_doubles_rak,gender,not_stated_in_text,info,ladies_only,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742419+00:00
classes,cls_ladies_social_doubles_rak,min_age,not_stated_in_text,info,18,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742423+00:00
classes,cls_ladies_social_doubles_rak,max_age,not_stated_in_text,info,,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742427+00:00
classes,cls_ladies_social_doubles_rak,price_per_term_aed,not_stated_in_text,info,1050,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742431+00:00
classes,cls_ladies_social_doubles_yas,name,not_stated_in_text,info,Ladies Social Doubles,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742436+00:00
classes,cls_ladies_social_doubles_yas,branch_id,not_stated_in_text,info,br_yas,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742439+00:00
classes,cls_ladies_social_doubles_yas,coach_id,not_stated_in_text,info,cch_noor_al_hashimi,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742443+00:00
classes,cls_ladies_social_doubles_yas,level,not_stated_in_text,info,intermediate,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742447+00:00
classes,cls_ladies_social_doubles_yas,gender,not_stated_in_text,info,ladies_only,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742451+00:00
classes,cls_ladies_social_doubles_yas,min_age,not_stated_in_text,info,18,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742455+00:00
classes,cls_ladies_social_doubles_yas,max_age,not_stated_in_text,info,,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742459+00:00
classes,cls_ladies_social_doubles_yas,price_per_term_aed,not_stated_in_text,info,1150,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742463+00:00
classes,cls_ladies_social_doubles_yas_2,name,not_stated_in_text,info,Ladies Social Doubles,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742467+00:00
classes,cls_ladies_social_doubles_yas_2,branch_id,not_stated_in_text,info,br_yas,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742472+00:00
classes,cls_ladies_social_doubles_yas_2,coach_id,not_stated_in_text,info,cch_chiara_rossi,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742475+00:00
classes,cls_ladies_social_doubles_yas_2,level,not_stated_in_text,info,intermediate,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742479+00:00
classes,cls_ladies_social_doubles_yas_2,gender,not_stated_in_text,info,ladies_only,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742482+00:00
classes,cls_ladies_social_doubles_yas_2,min_age,not_stated_in_text,info,18,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742486+00:00
classes,cls_ladies_social_doubles_yas_2,max_age,not_stated_in_text,info,,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742493+00:00
classes,cls_ladies_social_doubles_yas_2,price_per_term_aed,not_stated_in_text,info,1050,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742497+00:00
classes,cls_ladies_tactics_workshop_majaz,name,not_stated_in_text,info,Ladies Tactics Workshop,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742502+00:00
classes,cls_ladies_tactics_workshop_majaz,branch_id,not_stated_in_text,info,br_majaz,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742506+00:00
classes,cls_ladies_tactics_workshop_majaz,coach_id,not_stated_in_text,info,cch_carlos_ibanez,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742509+00:00
classes,cls_ladies_tactics_workshop_majaz,level,not_stated_in_text,info,advanced,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742513+00:00
classes,cls_ladies_tactics_workshop_majaz,gender,not_stated_in_text,info,ladies_only,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742516+00:00
classes,cls_ladies_tactics_workshop_majaz,min_age,not_stated_in_text,info,18,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742521+00:00
classes,cls_ladies_tactics_workshop_majaz,max_age,not_stated_in_text,info,,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742525+00:00
classes,cls_ladies_tactics_workshop_majaz,price_per_term_aed,not_stated_in_text,info,1300,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742528+00:00
classes,cls_morning_social_drills_ajman,name,not_stated_in_text,info,Morning Social Drills,,validated_ok,text does not state this field; structured value stands,,adjudicate,2026-08-17T10:50:40.742534+00:00
